booking_id,property_id,market_segment,distribution_channel,lead_time_band,deposit_type,actual_is_canceled,predicted_cancellation_risk,risk_band,lost_revenue
SW096468,P002,Online TA,TA/TO,181+ days,No Deposit,0,0.3564,Medium risk,0.0
SW096531,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.285,Medium risk,0.0
SW096543,P002,Online TA,TA/TO,8-30 days,No Deposit,0,0.2442,Low risk,0.0
SW096550,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.285,Medium risk,0.0
SW096606,P002,Direct,Direct,0-7 days,No Deposit,0,0.1052,Low risk,0.0
SW096651,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.3947,Medium risk,0.0
SW096681,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.2806,Medium risk,0.0
SW096742,P002,Direct,Direct,0-7 days,No Deposit,0,0.1052,Low risk,0.0
SW096811,P002,Direct,Direct,91-180 days,No Deposit,0,0.1112,Low risk,0.0
SW096816,P002,Offline TA/TO,TA/TO,91-180 days,No Deposit,0,0.301,Medium risk,0.0
SW096822,P002,Aviation,Corporate,0-7 days,No Deposit,0,0.1425,Low risk,0.0
SW096833,P002,Online TA,TA/TO,181+ days,No Deposit,0,0.2921,Medium risk,0.0
SW096836,P002,Online TA,TA/TO,91-180 days,No Deposit,0,0.3058,Medium risk,0.0
SW096852,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.2806,Medium risk,0.0
SW096905,P002,Offline TA/TO,TA/TO,91-180 days,No Deposit,0,0.4133,Medium risk,0.0
SW096938,P002,Offline TA/TO,TA/TO,181+ days,No Deposit,0,0.2831,Medium risk,0.0
SW096941,P002,Offline TA/TO,TA/TO,181+ days,No Deposit,0,0.2831,Medium risk,0.0
SW096949,P002,Offline TA/TO,TA/TO,181+ days,No Deposit,0,0.2831,Medium risk,0.0
SW096960,P002,Offline TA/TO,TA/TO,91-180 days,No Deposit,0,0.3442,Medium risk,0.0
SW097005,P002,Online TA,TA/TO,91-180 days,No Deposit,0,0.3058,Medium risk,0.0
SW097058,P002,Groups,TA/TO,31-90 days,No Deposit,0,0.3106,Medium risk,0.0
SW097065,P002,Offline TA/TO,TA/TO,31-90 days,No Deposit,0,0.3842,Medium risk,0.0
SW097080,P002,Online TA,TA/TO,8-30 days,No Deposit,0,0.2442,Low risk,0.0
SW097081,P002,Online TA,TA/TO,0-7 days,No Deposit,0,0.1586,Low risk,0.0
SW097096,P002,Direct,Direct,31-90 days,No Deposit,0,0.127,Low risk,0.0
SW097111,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.285,Medium risk,0.0
SW097121,P002,Online TA,TA/TO,8-30 days,No Deposit,0,0.2442,Low risk,0.0
SW097155,P002,Direct,Direct,8-30 days,No Deposit,0,0.1097,Low risk,0.0
SW097158,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.285,Medium risk,0.0
SW097187,P002,Direct,Direct,8-30 days,No Deposit,0,0.1677,Low risk,0.0
SW097197,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.3947,Medium risk,0.0
SW097216,P002,Offline TA/TO,TA/TO,31-90 days,No Deposit,0,0.3842,Medium risk,0.0
SW097219,P002,Online TA,GDS,8-30 days,No Deposit,0,0.2678,Medium risk,0.0
SW097249,P002,Offline TA/TO,TA/TO,8-30 days,No Deposit,0,0.3407,Medium risk,0.0
SW097261,P002,Online TA,TA/TO,8-30 days,No Deposit,0,0.2442,Low risk,0.0
SW097291,P002,Offline TA/TO,TA/TO,181+ days,No Deposit,0,0.2831,Medium risk,0.0
SW097311,P002,Offline TA/TO,TA/TO,181+ days,No Deposit,0,0.2831,Medium risk,0.0
SW097324,P002,Offline TA/TO,TA/TO,181+ days,No Deposit,0,0.2831,Medium risk,0.0
SW097371,P002,Direct,Direct,8-30 days,No Deposit,0,0.1677,Low risk,0.0
SW097405,P002,Offline TA/TO,TA/TO,31-90 days,No Deposit,0,0.3173,Medium risk,0.0
SW097427,P002,Online TA,TA/TO,0-7 days,No Deposit,0,0.1615,Low risk,0.0
SW097473,P002,Groups,TA/TO,31-90 days,No Deposit,0,0.4243,Medium risk,0.0
SW097595,P002,Online TA,TA/TO,91-180 days,No Deposit,0,0.3104,Medium risk,0.0
SW097606,P002,Groups,TA/TO,31-90 days,No Deposit,0,0.4243,Medium risk,0.0
SW097610,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.285,Medium risk,0.0
SW097648,P002,Groups,TA/TO,181+ days,No Deposit,0,0.385,Medium risk,0.0
SW097672,P002,Online TA,TA/TO,8-30 days,No Deposit,0,0.2482,Low risk,0.0
SW097709,P002,Online TA,TA/TO,91-180 days,No Deposit,0,0.3104,Medium risk,0.0
SW097736,P002,Online TA,TA/TO,91-180 days,No Deposit,0,0.3058,Medium risk,0.0
SW097755,P002,Online TA,TA/TO,8-30 days,No Deposit,0,0.2482,Low risk,0.0
SW097772,P002,Direct,Direct,0-7 days,No Deposit,0,0.1052,Low risk,0.0
SW097795,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.285,Medium risk,0.0
SW097819,P002,Direct,Direct,8-30 days,No Deposit,0,0.1305,Low risk,0.0
SW097854,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.2806,Medium risk,0.0
SW097881,P002,Offline TA/TO,TA/TO,31-90 days,No Deposit,0,0.2761,Medium risk,0.0
SW097892,P002,Offline TA/TO,TA/TO,31-90 days,No Deposit,0,0.3842,Medium risk,0.0
SW097895,P002,Online TA,TA/TO,0-7 days,No Deposit,0,0.1586,Low risk,0.0
SW097913,P002,Online TA,TA/TO,91-180 days,No Deposit,0,0.3104,Medium risk,0.0
SW097953,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.285,Medium risk,0.0
SW097956,P002,Corporate,Corporate,8-30 days,No Deposit,0,0.2016,Low risk,0.0
SW097974,P002,Online TA,TA/TO,91-180 days,No Deposit,0,0.3104,Medium risk,0.0
SW097979,P002,Online TA,TA/TO,181+ days,No Deposit,0,0.3564,Medium risk,0.0
SW098008,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.285,Medium risk,0.0
SW098022,P002,Offline TA/TO,TA/TO,181+ days,No Deposit,0,0.2831,Medium risk,0.0
SW098029,P002,Offline TA/TO,TA/TO,181+ days,No Deposit,0,0.2831,Medium risk,0.0
SW098033,P002,Offline TA/TO,TA/TO,181+ days,No Deposit,0,0.2831,Medium risk,0.0
SW098039,P002,Offline TA/TO,TA/TO,181+ days,No Deposit,0,0.3925,Medium risk,0.0
SW098060,P002,Offline TA/TO,TA/TO,181+ days,No Deposit,0,0.2831,Medium risk,0.0
SW098078,P002,Offline TA/TO,TA/TO,181+ days,No Deposit,0,0.2831,Medium risk,0.0
SW098113,P002,Online TA,TA/TO,91-180 days,No Deposit,0,0.3104,Medium risk,0.0
SW098168,P002,Direct,Direct,91-180 days,No Deposit,0,0.2155,Low risk,0.0
SW098174,P002,Offline TA/TO,TA/TO,181+ days,No Deposit,0,0.3925,Medium risk,0.0
SW098175,P002,Online TA,TA/TO,8-30 days,No Deposit,0,0.2482,Low risk,0.0
SW098177,P002,Offline TA/TO,TA/TO,181+ days,No Deposit,0,0.3925,Medium risk,0.0
SW098236,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.3947,Medium risk,0.0
SW098275,P002,Offline TA/TO,TA/TO,8-30 days,No Deposit,0,0.2401,Low risk,0.0
SW098279,P002,Online TA,GDS,0-7 days,No Deposit,0,0.1759,Low risk,0.0
SW098291,P002,Online TA,TA/TO,0-7 days,No Deposit,0,0.2396,Low risk,0.0
SW098317,P002,Online TA,TA/TO,0-7 days,No Deposit,0,0.1615,Low risk,0.0
SW098342,P002,Corporate,Corporate,0-7 days,No Deposit,0,0.0989,Low risk,0.0
SW098367,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.1626,Low risk,0.0
SW098420,P002,Direct,Direct,8-30 days,No Deposit,0,0.1076,Low risk,0.0
SW098431,P002,Complementary,TA/TO,31-90 days,No Deposit,0,0.2216,Low risk,0.0
SW098454,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.285,Medium risk,0.0
SW098481,P002,Direct,Direct,31-90 days,No Deposit,0,0.1956,Low risk,0.0
SW098537,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.285,Medium risk,0.0
SW098549,P002,Online TA,TA/TO,0-7 days,No Deposit,0,0.1586,Low risk,0.0
SW098568,P002,Offline TA/TO,TA/TO,91-180 days,No Deposit,0,0.2429,Low risk,0.0
SW098600,P002,Online TA,TA/TO,91-180 days,No Deposit,0,0.3058,Medium risk,0.0
SW098609,P002,Groups,TA/TO,181+ days,No Deposit,0,0.385,Medium risk,0.0
SW098618,P002,Corporate,Corporate,0-7 days,No Deposit,0,0.0989,Low risk,0.0
SW098625,P002,Online TA,TA/TO,181+ days,No Deposit,0,0.3515,Medium risk,0.0
SW098656,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.285,Medium risk,0.0
SW098670,P002,Groups,Corporate,181+ days,No Deposit,0,0.413,Medium risk,0.0
SW098718,P002,Online TA,TA/TO,91-180 days,No Deposit,0,0.3104,Medium risk,0.0
SW098736,P002,Online TA,TA/TO,8-30 days,No Deposit,0,0.2482,Low risk,0.0
SW098760,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.285,Medium risk,0.0
SW098772,P002,Corporate,Corporate,8-30 days,No Deposit,0,0.2016,Low risk,0.0
SW098797,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.285,Medium risk,0.0
SW098849,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.3947,Medium risk,0.0
SW098859,P002,Online TA,TA/TO,91-180 days,No Deposit,0,0.3058,Medium risk,0.0
SW098872,P002,Online TA,TA/TO,8-30 days,No Deposit,0,0.2482,Low risk,0.0
SW098879,P002,Online TA,TA/TO,0-7 days,No Deposit,0,0.1615,Low risk,0.0
SW098883,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.285,Medium risk,0.0
SW098886,P002,Offline TA/TO,TA/TO,8-30 days,No Deposit,0,0.3407,Medium risk,0.0
SW098887,P002,Online TA,TA/TO,91-180 days,No Deposit,0,0.2511,Medium risk,0.0
SW098926,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.2806,Medium risk,0.0
SW098952,P002,Online TA,TA/TO,91-180 days,No Deposit,0,0.3104,Medium risk,0.0
SW098955,P002,Online TA,TA/TO,91-180 days,No Deposit,0,0.3058,Medium risk,0.0
SW098990,P002,Online TA,TA/TO,8-30 days,No Deposit,0,0.2442,Low risk,0.0
SW098993,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.285,Medium risk,0.0
SW098995,P002,Online TA,TA/TO,8-30 days,No Deposit,0,0.2482,Low risk,0.0
SW099036,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.285,Medium risk,0.0
SW099040,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.2806,Medium risk,0.0
SW099062,P002,Groups,TA/TO,31-90 days,No Deposit,0,0.4243,Medium risk,0.0
SW099079,P002,Online TA,TA/TO,8-30 days,No Deposit,0,0.3507,Medium risk,0.0
SW099114,P002,Online TA,TA/TO,91-180 days,No Deposit,0,0.3058,Medium risk,0.0
SW099126,P002,Offline TA/TO,TA/TO,31-90 days,No Deposit,0,0.2213,Low risk,0.0
SW099149,P002,Offline TA/TO,TA/TO,31-90 days,No Deposit,0,0.2176,Low risk,0.0
SW099180,P002,Online TA,TA/TO,8-30 days,No Deposit,0,0.3507,Medium risk,0.0
SW099194,P002,Offline TA/TO,TA/TO,181+ days,No Deposit,0,0.2831,Medium risk,0.0
SW099259,P002,Online TA,TA/TO,181+ days,No Deposit,0,0.2877,Medium risk,0.0
SW099268,P002,Online TA,TA/TO,0-7 days,No Deposit,0,0.1615,Low risk,0.0
SW099375,P002,Offline TA/TO,TA/TO,91-180 days,No Deposit,0,0.3442,Medium risk,0.0
SW099459,P002,Direct,Direct,31-90 days,No Deposit,0,0.1956,Low risk,0.0
SW099463,P002,Offline TA/TO,TA/TO,8-30 days,No Deposit,0,0.3407,Medium risk,0.0
SW099475,P002,Online TA,TA/TO,0-7 days,No Deposit,0,0.2396,Low risk,0.0
SW099504,P002,Corporate,Corporate,8-30 days,No Deposit,0,0.3961,Medium risk,0.0
SW099537,P002,Online TA,TA/TO,0-7 days,No Deposit,0,0.1615,Low risk,0.0
SW099561,P002,Offline TA/TO,TA/TO,0-7 days,No Deposit,0,0.1834,Low risk,0.0
SW099599,P002,Direct,Direct,31-90 days,No Deposit,0,0.1956,Low risk,0.0
SW099614,P002,Online TA,TA/TO,181+ days,No Deposit,0,0.3564,Medium risk,0.0
SW099616,P002,Online TA,TA/TO,0-7 days,No Deposit,0,0.1615,Low risk,0.0
SW099642,P002,Offline TA/TO,TA/TO,181+ days,No Deposit,0,0.3925,Medium risk,0.0
SW099643,P002,Offline TA/TO,TA/TO,181+ days,No Deposit,0,0.3925,Medium risk,0.0
SW099664,P002,Groups,TA/TO,0-7 days,No Deposit,0,0.2626,Medium risk,0.0
SW099678,P002,Offline TA/TO,TA/TO,181+ days,No Deposit,0,0.2831,Medium risk,0.0
SW099681,P002,Offline TA/TO,TA/TO,181+ days,No Deposit,0,0.2831,Medium risk,0.0
SW099694,P002,Offline TA/TO,TA/TO,181+ days,No Deposit,0,0.2831,Medium risk,0.0
SW099702,P002,Online TA,TA/TO,91-180 days,No Deposit,0,0.2471,Low risk,0.0
SW099754,P002,Online TA,TA/TO,91-180 days,No Deposit,0,0.3104,Medium risk,0.0
SW099776,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.285,Medium risk,0.0
SW099792,P002,Online TA,TA/TO,0-7 days,No Deposit,0,0.2396,Low risk,0.0
SW099808,P002,Online TA,TA/TO,181+ days,No Deposit,0,0.3515,Medium risk,0.0
SW099829,P002,Online TA,TA/TO,0-7 days,No Deposit,0,0.1615,Low risk,0.0
SW099838,P002,Online TA,TA/TO,181+ days,No Deposit,0,0.3515,Medium risk,0.0
SW099859,P002,Online TA,TA/TO,8-30 days,No Deposit,0,0.2442,Low risk,0.0
SW099872,P002,Offline TA/TO,TA/TO,31-90 days,No Deposit,0,0.3173,Medium risk,0.0
SW099902,P002,Direct,Direct,31-90 days,No Deposit,0,0.1294,Low risk,0.0
SW099911,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.2806,Medium risk,0.0
SW099931,P002,Online TA,TA/TO,8-30 days,No Deposit,0,0.2482,Low risk,0.0
SW099944,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.285,Medium risk,0.0
SW099957,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.2806,Medium risk,0.0
SW099973,P002,Online TA,TA/TO,181+ days,No Deposit,0,0.3515,Medium risk,0.0
SW099974,P002,Online TA,TA/TO,181+ days,No Deposit,0,0.3515,Medium risk,0.0
SW099992,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.285,Medium risk,0.0
SW100020,P002,Online TA,TA/TO,0-7 days,No Deposit,0,0.1615,Low risk,0.0
SW100023,P002,Online TA,TA/TO,0-7 days,No Deposit,0,0.0858,Low risk,0.0
SW100024,P002,Offline TA/TO,TA/TO,31-90 days,No Deposit,0,0.3842,Medium risk,0.0
SW100038,P002,Online TA,TA/TO,91-180 days,No Deposit,0,0.3104,Medium risk,0.0
SW100056,P002,Online TA,GDS,0-7 days,No Deposit,0,0.1759,Low risk,0.0
SW100073,P002,Offline TA/TO,TA/TO,181+ days,No Deposit,0,0.3464,Medium risk,0.0
SW100121,P002,Groups,TA/TO,181+ days,No Deposit,0,0.506,High risk,0.0
SW100161,P002,Offline TA/TO,TA/TO,31-90 days,No Deposit,0,0.2718,Medium risk,0.0
SW100184,P002,Online TA,TA/TO,181+ days,No Deposit,0,0.3515,Medium risk,0.0
SW100192,P002,Offline TA/TO,TA/TO,181+ days,No Deposit,0,0.2831,Medium risk,0.0
SW100198,P002,Offline TA/TO,TA/TO,181+ days,No Deposit,0,0.3925,Medium risk,0.0
SW100239,P002,Offline TA/TO,TA/TO,181+ days,No Deposit,0,0.2831,Medium risk,0.0
SW100291,P002,Online TA,TA/TO,181+ days,No Deposit,0,0.3515,Medium risk,0.0
SW100335,P002,Direct,Direct,8-30 days,No Deposit,0,0.1677,Low risk,0.0
SW100349,P002,Offline TA/TO,TA/TO,31-90 days,No Deposit,0,0.3842,Medium risk,0.0
SW100377,P002,Complementary,Direct,0-7 days,No Deposit,0,0.0629,Low risk,0.0
SW100379,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.285,Medium risk,0.0
SW100380,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.285,Medium risk,0.0
SW100391,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.2806,Medium risk,0.0
SW100409,P002,Direct,Direct,31-90 days,No Deposit,0,0.1294,Low risk,0.0
SW100422,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.285,Medium risk,0.0
SW100442,P002,Online TA,TA/TO,8-30 days,No Deposit,0,0.2482,Low risk,0.0
SW100519,P002,Online TA,TA/TO,91-180 days,No Deposit,0,0.3104,Medium risk,0.0
SW100527,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.2806,Medium risk,0.0
SW100547,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.2806,Medium risk,0.0
SW100579,P002,Online TA,TA/TO,181+ days,No Deposit,0,0.3515,Medium risk,0.0
SW100589,P002,Online TA,TA/TO,91-180 days,No Deposit,0,0.3058,Medium risk,0.0
SW100594,P002,Online TA,TA/TO,181+ days,No Deposit,0,0.3515,Medium risk,0.0
SW100614,P002,Direct,Direct,0-7 days,No Deposit,0,0.1052,Low risk,0.0
SW100635,P002,Online TA,TA/TO,91-180 days,No Deposit,0,0.3058,Medium risk,0.0
SW100705,P002,Aviation,Corporate,0-7 days,No Deposit,0,0.1425,Low risk,0.0
SW100728,P002,Aviation,Corporate,0-7 days,No Deposit,0,0.0922,Low risk,0.0
SW100742,P002,Online TA,TA/TO,181+ days,No Deposit,0,0.3564,Medium risk,0.0
SW100759,P002,Online TA,TA/TO,91-180 days,No Deposit,0,0.3104,Medium risk,0.0
SW100780,P002,Online TA,TA/TO,91-180 days,No Deposit,0,0.3104,Medium risk,0.0
SW100789,P002,Offline TA/TO,TA/TO,181+ days,No Deposit,0,0.2831,Medium risk,0.0
SW100790,P002,Offline TA/TO,TA/TO,181+ days,No Deposit,0,0.2831,Medium risk,0.0
SW100791,P002,Offline TA/TO,TA/TO,181+ days,No Deposit,0,0.2831,Medium risk,0.0
SW100796,P002,Offline TA/TO,TA/TO,181+ days,No Deposit,0,0.2831,Medium risk,0.0
SW100816,P002,Online TA,TA/TO,181+ days,No Deposit,0,0.3564,Medium risk,0.0
SW100852,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.2806,Medium risk,0.0
SW100899,P002,Online TA,TA/TO,0-7 days,No Deposit,0,0.1586,Low risk,0.0
SW100905,P002,Aviation,Corporate,0-7 days,No Deposit,0,0.1425,Low risk,0.0
SW100932,P002,Online TA,TA/TO,8-30 days,No Deposit,0,0.2442,Low risk,0.0
SW100945,P002,Offline TA/TO,TA/TO,31-90 days,No Deposit,0,0.3842,Medium risk,0.0
SW100970,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.285,Medium risk,0.0
SW100974,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.285,Medium risk,0.0
SW101026,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.285,Medium risk,0.0
SW101041,P002,Offline TA/TO,TA/TO,8-30 days,No Deposit,0,0.278,Medium risk,0.0
SW101060,P002,Offline TA/TO,TA/TO,8-30 days,No Deposit,0,0.278,Medium risk,0.0
SW101070,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.2806,Medium risk,0.0
SW101073,P002,Online TA,TA/TO,8-30 days,No Deposit,0,0.2442,Low risk,0.0
SW101080,P002,Online TA,TA/TO,0-7 days,No Deposit,0,0.1586,Low risk,0.0
SW101113,P002,Offline TA/TO,TA/TO,31-90 days,No Deposit,0,0.3842,Medium risk,0.0
SW101123,P002,Online TA,TA/TO,181+ days,No Deposit,0,0.3515,Medium risk,0.0
SW101187,P002,Aviation,Corporate,0-7 days,No Deposit,0,0.1425,Low risk,0.0
SW101210,P002,Offline TA/TO,TA/TO,31-90 days,No Deposit,0,0.2761,Medium risk,0.0
SW101233,P002,Corporate,Corporate,0-7 days,No Deposit,0,0.1284,Low risk,0.0
SW101251,P002,Direct,Direct,8-30 days,No Deposit,0,0.1677,Low risk,0.0
SW101259,P002,Direct,Direct,31-90 days,No Deposit,0,0.1956,Low risk,0.0
SW101260,P002,Direct,Direct,31-90 days,No Deposit,0,0.127,Low risk,0.0
SW101268,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.2806,Medium risk,0.0
SW101277,P002,Online TA,GDS,8-30 days,No Deposit,0,0.2678,Medium risk,0.0
SW101299,P002,Online TA,TA/TO,8-30 days,No Deposit,0,0.2482,Low risk,0.0
SW101328,P002,Online TA,TA/TO,91-180 days,No Deposit,0,0.3058,Medium risk,0.0
SW101362,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.3947,Medium risk,0.0
SW101380,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.3947,Medium risk,0.0
SW101388,P002,Online TA,TA/TO,8-30 days,No Deposit,0,0.2482,Low risk,0.0
SW101392,P002,Online TA,TA/TO,0-7 days,No Deposit,0,0.1615,Low risk,0.0
SW101468,P002,Online TA,TA/TO,0-7 days,No Deposit,0,0.1615,Low risk,0.0
SW101499,P002,Direct,Direct,31-90 days,No Deposit,0,0.0997,Low risk,0.0
SW101511,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.285,Medium risk,0.0
SW101530,P002,Offline TA/TO,TA/TO,31-90 days,No Deposit,0,0.2761,Medium risk,0.0
SW101534,P002,Offline TA/TO,TA/TO,31-90 days,No Deposit,0,0.3842,Medium risk,0.0
SW101577,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.2806,Medium risk,0.0
SW101578,P002,Online TA,TA/TO,91-180 days,No Deposit,0,0.3058,Medium risk,0.0
SW101596,P002,Online TA,TA/TO,8-30 days,No Deposit,0,0.2482,Low risk,0.0
SW101649,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.285,Medium risk,0.0
SW101653,P002,Direct,Direct,8-30 days,No Deposit,0,0.1076,Low risk,0.0
SW101664,P002,Direct,Direct,31-90 days,No Deposit,0,0.1956,Low risk,0.0
SW101672,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.2806,Medium risk,0.0
SW101678,P002,Corporate,Corporate,0-7 days,No Deposit,0,0.1284,Low risk,0.0
SW101697,P002,Offline TA/TO,TA/TO,31-90 days,No Deposit,0,0.2213,Low risk,0.0
SW101712,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.285,Medium risk,0.0
SW101721,P002,Offline TA/TO,TA/TO,31-90 days,No Deposit,0,0.3842,Medium risk,0.0
SW101734,P002,Online TA,TA/TO,8-30 days,No Deposit,0,0.2482,Low risk,0.0
SW101735,P002,Online TA,TA/TO,8-30 days,No Deposit,0,0.2482,Low risk,0.0
SW101737,P002,Online TA,TA/TO,8-30 days,No Deposit,0,0.2442,Low risk,0.0
SW101742,P002,Online TA,TA/TO,91-180 days,No Deposit,0,0.3104,Medium risk,0.0
SW101822,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.2806,Medium risk,0.0
SW101932,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.285,Medium risk,0.0
SW101947,P002,Online TA,TA/TO,8-30 days,No Deposit,0,0.2482,Low risk,0.0
SW101977,P002,Online TA,TA/TO,8-30 days,No Deposit,0,0.3507,Medium risk,0.0
SW101991,P002,Online TA,TA/TO,8-30 days,No Deposit,0,0.2442,Low risk,0.0
SW102015,P002,Online TA,TA/TO,8-30 days,No Deposit,0,0.2482,Low risk,0.0
SW102030,P002,Offline TA/TO,TA/TO,31-90 days,No Deposit,0,0.2761,Medium risk,0.0
SW102042,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.285,Medium risk,0.0
SW102057,P002,Corporate,Corporate,0-7 days,No Deposit,0,0.1284,Low risk,0.0
SW102102,P002,Groups,Corporate,181+ days,No Deposit,0,0.4856,High risk,0.0
SW102121,P002,Online TA,TA/TO,0-7 days,No Deposit,0,0.1615,Low risk,0.0
SW102124,P002,Online TA,TA/TO,181+ days,No Deposit,0,0.3564,Medium risk,0.0
SW102128,P002,Groups,Corporate,181+ days,No Deposit,0,0.4856,High risk,0.0
SW102228,P002,Direct,TA/TO,8-30 days,No Deposit,0,0.1686,Low risk,0.0
SW102252,P002,Offline TA/TO,TA/TO,0-7 days,No Deposit,0,0.1834,Low risk,0.0
SW102271,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.2806,Medium risk,0.0
SW102334,P002,Direct,Direct,31-90 days,No Deposit,0,0.0997,Low risk,0.0
SW102347,P002,Online TA,TA/TO,0-7 days,No Deposit,0,0.2396,Low risk,0.0
SW102384,P002,Online TA,TA/TO,8-30 days,No Deposit,0,0.2482,Low risk,0.0
SW102398,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.285,Medium risk,0.0
SW102409,P002,Direct,Direct,8-30 days,No Deposit,0,0.1677,Low risk,0.0
SW102437,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.2806,Medium risk,0.0
SW102495,P002,Corporate,Corporate,0-7 days,No Deposit,0,0.081,Low risk,0.0
SW102549,P002,Direct,Direct,31-90 days,No Deposit,0,0.1534,Low risk,0.0
SW102582,P002,Direct,Direct,0-7 days,No Deposit,0,0.1052,Low risk,0.0
SW102586,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.2806,Medium risk,0.0
SW102617,P002,Online TA,TA/TO,91-180 days,No Deposit,0,0.4241,Medium risk,0.0
SW102628,P002,Online TA,TA/TO,91-180 days,No Deposit,0,0.3058,Medium risk,0.0
SW102660,P002,Offline TA/TO,TA/TO,31-90 days,No Deposit,0,0.3842,Medium risk,0.0
SW102677,P002,Online TA,TA/TO,0-7 days,No Deposit,0,0.1586,Low risk,0.0
SW102702,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.3947,Medium risk,0.0
SW102735,P002,Direct,Direct,91-180 days,No Deposit,0,0.2155,Low risk,0.0
SW102746,P002,Online TA,TA/TO,0-7 days,No Deposit,0,0.1615,Low risk,0.0
SW102747,P002,Online TA,TA/TO,8-30 days,No Deposit,0,0.2482,Low risk,0.0
SW102770,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.2806,Medium risk,0.0
SW102796,P002,Direct,Direct,0-7 days,No Deposit,0,0.1052,Low risk,0.0
SW102809,P002,Online TA,TA/TO,0-7 days,No Deposit,0,0.1615,Low risk,0.0
SW102810,P002,Online TA,TA/TO,8-30 days,No Deposit,0,0.2442,Low risk,0.0
SW102818,P002,Online TA,TA/TO,8-30 days,No Deposit,0,0.3507,Medium risk,0.0
SW102827,P002,Offline TA/TO,TA/TO,31-90 days,No Deposit,0,0.2213,Low risk,0.0
SW102842,P002,Online TA,TA/TO,0-7 days,No Deposit,0,0.1586,Low risk,0.0
SW102872,P002,Online TA,TA/TO,8-30 days,No Deposit,0,0.3507,Medium risk,0.0
SW102909,P002,Online TA,TA/TO,8-30 days,No Deposit,0,0.2442,Low risk,0.0
SW102983,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.285,Medium risk,0.0
SW102991,P002,Offline TA/TO,TA/TO,31-90 days,No Deposit,0,0.3842,Medium risk,0.0
SW102997,P002,Online TA,TA/TO,91-180 days,No Deposit,0,0.3058,Medium risk,0.0
SW103006,P002,Online TA,TA/TO,8-30 days,No Deposit,0,0.3507,Medium risk,0.0
